Customer ID,Recency,Frequency,Monetary,AvgOrderValue,TotalQuantity,Churn,Segment,SegmentName
12392,591,1,234.75000000000003,33.53571428571429,73,1,1,At Risk / Lost
12393,72,6,2399.4500000000003,22.42476635514019,1311,0,0,Regular Customers
12394,64,2,1272.48,47.12888888888889,819,0,0,Regular Customers
12395,19,15,4721.17,19.50896694214876,3205,0,0,Regular Customers
12396,674,1,931.43,14.329692307692307,591,1,1,At Risk / Lost
12397,36,2,2409.9,19.126190476190477,1263,0,0,Regular Customers
12398,46,1,1635.6599999999999,19.24305882352941,1394,0,0,Regular Customers
12399,119,7,1962.3,17.83909090909091,2198,1,0,Regular Customers
12400,414,1,205.25,18.65909090909091,91,1,1,At Risk / Lost
12401,303,1,84.3,16.86,11,1,1,At Risk / Lost
12402,323,6,1256.9,17.955714285714286,584,1,1,At Risk / Lost
12403,50,2,1019.36,113.26222222222222,260,0,0,Regular Customers
12404,682,1,63.24,63.24,1,1,1,At Risk / Lost
12405,149,1,1710.39,31.67388888888889,857,1,0,Regular Customers
12406,22,5,6390.36,38.49614457831325,3416,0,0,Regular Customers
12407,50,5,1708.1200000000001,22.183376623376624,1416,0,0,Regular Customers
12408,33,8,4340.7699999999995,27.300440251572326,2229,0,0,Regular Customers
12409,79,7,23419.29,88.70943181818183,13143,0,0,Regular Customers
12410,309,3,1013.71,25.342750000000002,341,1,1,At Risk / Lost
12411,410,1,346.9,15.768181818181818,138,1,1,At Risk / Lost
12412,75,6,2596.93,20.448267716535433,1997,0,0,Regular Customers
12413,67,4,999.45,19.597058823529412,319,0,0,Regular Customers
12414,217,6,952.41,34.01464285714285,495,1,0,Regular Customers
12415,24,28,144458.37,156.00255939524837,91447,0,3,Loyal Customers
12416,657,1,202.56,18.414545454545454,132,1,1,At Risk / Lost
12417,3,20,6797.41,18.421165311653116,2884,0,0,Regular Customers
12418,113,4,2021.2,19.815686274509805,1088,1,0,Regular Customers
12419,386,2,503.01,20.1204,231,1,1,At Risk / Lost
12420,64,1,600.39,20.70310344827586,345,0,0,Regular Customers
12421,16,6,1098.6,16.90153846153846,652,0,0,Regular Customers
12422,96,17,5231.8,30.417441860465118,2596,1,0,Regular Customers
12423,1,10,2622.39,15.893272727272727,1793,0,0,Regular Customers
12424,163,4,3340.03,36.30467391304348,2025,1,0,Regular Customers
12425,78,2,1741.41,19.136373626373626,1147,0,0,Regular Customers
12426,195,2,1345.21,17.470259740259742,584,1,0,Regular Customers
12427,22,3,825.8,26.638709677419353,533,0,0,Regular Customers
12428,26,9,7956.46,27.062789115646257,3536,0,0,Regular Customers
12429,9,8,6204.41,40.55169934640523,2890,0,0,Regular Customers
12430,43,1,256.4,23.30909090909091,117,0,0,Regular Customers
12431,36,27,10432.22,26.749282051282048,4600,0,0,Regular Customers
12432,43,5,5059.32,46.845555555555556,1801,0,0,Regular Customers
12433,1,10,16794.14,30.04318425760286,13534,0,0,Regular Customers
12434,85,3,1103.43,15.763285714285715,532,0,0,Regular Customers
12435,80,6,13925.93,124.33866071428572,4958,0,0,Regular Customers
12436,100,1,509.01,31.813125,211,1,0,Regular Customers
12437,2,39,12683.4,22.52824156305506,8000,0,0,Regular Customers
12438,14,2,2906.85,29.66173469387755,1180,0,0,Regular Customers
12439,683,2,1142.88,16.096901408450705,478,1,1,At Risk / Lost
12440,462,2,859.2,26.85,331,1,1,At Risk / Lost
12441,367,1,173.55,15.77727272727273,121,1,1,At Risk / Lost
12442,3,1,172.06,14.338333333333333,182,0,0,Regular Customers
12443,732,1,485.31,23.11,182,1,1,At Risk / Lost
12444,21,5,5005.46,28.440113636363638,1153,0,0,Regular Customers
12445,22,2,434.98,18.124166666666667,206,0,0,Regular Customers
12446,58,1,1002.3100000000001,17.584385964912283,351,0,0,Regular Customers
12447,243,1,476.49,18.326538461538462,190,1,0,Regular Customers
12448,44,1,449.45,20.429545454545455,243,0,0,Regular Customers
12449,22,6,4835.89,24.05915422885572,2282,0,0,Regular Customers
12450,156,5,688.2,18.6,442,1,0,Regular Customers
12451,11,8,12669.88,24.794285714285714,9359,0,0,Regular Customers
12452,17,2,430.57,19.571363636363635,185,0,0,Regular Customers
12453,134,1,707.09,16.443953488372095,473,1,0,Regular Customers
12454,56,5,16679.78,416.99449999999996,7703,0,0,Regular Customers
12455,73,10,5879.95,25.902863436123347,3302,0,0,Regular Customers
12456,44,3,3181.04,25.44832,1633,0,0,Regular Customers
12457,66,8,2995.91,35.665595238095236,1094,0,0,Regular Customers
12458,71,4,1777.49,21.160595238095237,986,0,0,Regular Customers
12459,605,1,454.36,19.754782608695653,258,1,1,At Risk / Lost
12460,456,1,326.65,18.147222222222222,170,1,1,At Risk / Lost
12461,94,2,826.88,23.62514285714286,287,1,0,Regular Customers
12462,19,2,1189.59,19.186935483870965,536,0,0,Regular Customers
12463,53,4,1344.78,16.202168674698793,776,0,0,Regular Customers
12464,10,8,1212.05,41.79482758620689,112,0,0,Regular Customers
12465,17,2,742.1899999999999,15.79127659574468,479,0,0,Regular Customers
12466,682,1,56.73,56.73,1,1,1,At Risk / Lost
12467,423,1,132.8,14.755555555555556,129,1,1,At Risk / Lost
12468,188,5,3670.74,24.4716,2201,1,0,Regular Customers
12469,523,2,3070.54,40.40184210526316,2552,1,1,At Risk / Lost
12470,690,1,211.95,9.215217391304348,95,1,1,At Risk / Lost
12471,2,79,39918.19,35.17021145374449,16858,0,3,Loyal Customers
12472,32,19,16249.289999999999,19.321391200951247,10378,0,0,Regular Customers
12473,29,5,3928.0499999999997,23.52125748502994,2414,0,0,Regular Customers
12474,17,31,12372.75,17.47563559322034,7940,0,0,Regular Customers
12475,54,2,1149.64,18.846557377049184,771,0,0,Regular Customers
12476,16,23,14083.91,27.400603112840468,5631,0,0,Regular Customers
12477,23,9,20276.37,35.95101063829787,6119,0,0,Regular Customers
12478,4,1,680.99,18.91638888888889,236,0,0,Regular Customers
12479,11,1,527.2,17.006451612903227,385,0,0,Regular Customers
12480,28,7,5464.85,22.58202479338843,2952,0,0,Regular Customers
12481,23,15,12185.51,32.06713157894737,7158,0,0,Regular Customers
12482,576,29,23691.4,116.1343137254902,27042,1,1,At Risk / Lost
12483,17,19,5097.18,36.93608695652174,2160,0,0,Regular Customers
12484,33,12,6354.1,13.490658174097666,3266,0,0,Regular Customers
12485,529,1,708.1,20.826470588235296,414,1,1,At Risk / Lost
12486,432,1,1037.28,21.168979591836734,523,1,1,At Risk / Lost
12487,731,1,285.29999999999995,142.64999999999998,174,1,1,At Risk / Lost
12488,10,3,1298.66,23.612000000000002,529,0,0,Regular Customers
12489,336,1,334.93,22.328666666666667,105,1,1,At Risk / Lost
12490,5,21,9823.64,21.26329004329004,5906,0,0,Regular Customers
12491,39,1,460.40000000000003,17.70769230769231,260,0,0,Regular Customers
12492,63,3,715.21,17.028809523809525,444,0,0,Regular Customers
12493,166,2,433.74,19.715454545454545,207,1,0,Regular Customers
12494,16,9,1815.27,16.808055555555555,979,0,0,Regular Customers
12495,641,1,357.4,21.023529411764706,130,1,1,At Risk / Lost
12496,620,2,45.34,4.534000000000001,30,1,1,At Risk / Lost
12497,82,3,6248.5,109.62280701754386,5685,0,0,Regular Customers
12498,21,3,403.70000000000005,17.55217391304348,159,0,0,Regular Customers
12499,560,1,393.72,14.582222222222223,302,1,1,At Risk / Lost
12500,23,19,5955.21,40.7891095890411,3377,0,0,Regular Customers
12501,337,1,2169.39,14.559664429530201,1783,1,1,At Risk / Lost
12502,96,5,3723.87,25.332448979591835,820,1,0,Regular Customers
12503,584,1,1126.0,563.0,561,1,1,At Risk / Lost
12504,18,4,779.05,38.9525,458,0,0,Regular Customers
12505,409,1,955.2,22.742857142857144,324,1,1,At Risk / Lost
12506,233,1,73.5,3.1956521739130435,23,1,0,Regular Customers
12507,134,4,1844.06,37.633877551020404,1256,1,0,Regular Customers
12508,26,2,397.88,5.851176470588236,271,0,0,Regular Customers
12509,284,1,176.5,25.214285714285715,55,1,1,At Risk / Lost
12510,143,9,5178.02,35.71048275862069,2049,1,0,Regular Customers
12511,429,1,3084.02,16.231684210526314,1753,1,1,At Risk / Lost
12512,66,2,132.18,4.263870967741935,96,0,0,Regular Customers
12513,113,1,612.29,17.494,462,1,0,Regular Customers
12514,267,2,1597.76,19.02095238095238,840,1,1,At Risk / Lost
12515,353,1,383.7,23.98125,131,1,1,At Risk / Lost
12516,78,4,2648.62,35.792162162162164,1952,0,0,Regular Customers
12517,28,5,2481.6,8.894623655913978,1361,0,0,Regular Customers
12518,1,5,2056.89,16.58782258064516,1318,0,0,Regular Customers
12519,64,2,716.54,18.37282051282051,387,0,0,Regular Customers
12520,79,5,2634.26,17.330657894736845,1439,0,0,Regular Customers
12521,143,1,599.68,15.781052631578946,309,1,0,Regular Customers
12522,39,2,192.72,16.06,194,0,0,Regular Customers
12523,19,23,4352.35,17.479317269076308,2263,0,0,Regular Customers
12524,9,17,11126.11,46.35879166666667,7178,0,0,Regular Customers
12525,498,3,973.73,16.228833333333334,509,1,1,At Risk / Lost
12526,1,3,1316.66,18.54450704225352,632,0,0,Regular Customers
12527,82,5,735.51,22.9846875,526,0,0,Regular Customers
12528,9,6,1933.48,21.01608695652174,756,0,0,Regular Customers
12529,528,1,316.48,15.07047619047619,192,1,1,At Risk / Lost
12530,60,9,3759.26,23.792784810126584,2713,0,0,Regular Customers
12531,15,2,1933.2,15.222047244094489,1119,0,0,Regular Customers
12532,30,1,349.83000000000004,21.864375000000003,153,0,0,Regular Customers
12533,628,2,1367.89,18.998472222222222,704,1,1,At Risk / Lost
12534,131,1,1089.18,17.28857142857143,651,1,0,Regular Customers
12535,92,2,716.35,21.069117647058825,219,1,0,Regular Customers
12536,43,3,12601.830000000002,48.282873563218395,2803,0,0,Regular Customers
12537,409,1,732.94,17.04511627906977,449,1,1,At Risk / Lost
12538,29,2,640.45,18.836764705882356,336,0,0,Regular Customers
12539,22,7,11214.75,22.251488095238095,4535,0,0,Regular Customers
12540,20,33,22254.49,28.864448767833984,11019,0,0,Regular Customers
12541,30,3,981.18,18.868846153846153,680,0,0,Regular Customers
12542,484,2,481.88,12.355897435897436,522,1,1,At Risk / Lost
12543,448,1,980.25,22.796511627906977,688,1,1,At Risk / Lost
12544,36,1,372.7,19.61578947368421,136,0,0,Regular Customers
12545,75,2,1000.39,20.0078,523,0,0,Regular Customers
12546,47,2,1161.5,16.833333333333332,633,0,0,Regular Customers
12547,198,3,383.58,18.265714285714285,309,1,0,Regular Customers
12548,166,1,95.19999999999999,19.04,49,1,0,Regular Customers
12549,576,6,1575.68,32.15673469387755,1366,1,1,At Risk / Lost
12550,79,1,964.83,16.92684210526316,569,0,0,Regular Customers
12551,358,1,168.0,16.8,100,1,1,At Risk / Lost
12552,39,2,437.82,21.891,88,0,0,Regular Customers
12553,8,12,4608.75,19.36449579831933,2325,0,0,Regular Customers
12554,449,1,468.5,18.01923076923077,240,1,1,At Risk / Lost
12555,682,1,129.23,129.23,1,1,1,At Risk / Lost
12556,50,2,599.56,5.038319327731092,355,0,0,Regular Customers
12557,16,8,18096.14,341.4366037735849,6382,0,0,Regular Customers
12558,8,1,269.96,24.54181818181818,196,0,0,Regular Customers
12559,311,2,561.71,26.74809523809524,283,1,1,At Risk / Lost
12560,5,3,2134.01,20.323904761904764,1110,0,0,Regular Customers
12561,303,1,238.85,14.928125,177,1,1,At Risk / Lost
12562,8,9,4966.92,23.99478260869565,2327,0,0,Regular Customers
12563,409,1,249.24,19.172307692307694,113,1,1,At Risk / Lost
12564,261,1,456.9,21.757142857142856,133,1,1,At Risk / Lost
12565,289,1,145.92,16.21333333333333,80,1,1,At Risk / Lost
12566,86,1,351.65,18.507894736842104,265,0,0,Regular Customers
12567,23,15,11767.48,21.16453237410072,5308,0,0,Regular Customers
12568,645,1,70.0,14.0,48,1,1,At Risk / Lost
12569,2,32,4124.69,21.939840425531912,1801,0,0,Regular Customers
12570,682,1,77.52,77.52,1,1,1,At Risk / Lost
12571,40,2,519.61,15.28264705882353,523,0,0,Regular Customers
12572,9,2,1020.42,17.006999999999998,452,0,0,Regular Customers
12573,227,5,717.41,6.028655462184874,479,1,0,Regular Customers
12574,316,1,218.45,19.85909090909091,61,1,1,At Risk / Lost
12575,457,2,622.8199999999999,16.389999999999997,315,1,1,At Risk / Lost
12576,36,8,2142.72,15.08957746478873,1494,0,0,Regular Customers
12577,35,8,1617.1,5.426510067114093,1191,0,0,Regular Customers
12578,21,4,4642.45,26.99098837209302,2380,0,0,Regular Customers
12579,78,1,440.42,15.18689655172414,285,0,0,Regular Customers
12580,247,2,1052.9,18.153448275862072,569,1,0,Regular Customers
12581,40,1,197.71,13.180666666666667,161,0,0,Regular Customers
12582,239,4,1980.4,19.22718446601942,985,1,0,Regular Customers
12583,3,27,13591.58,30.47439461883408,8535,0,0,Regular Customers
12584,4,9,2338.15,24.355729166666666,416,0,0,Regular Customers
12585,234,2,2040.1,23.44942528735632,1279,1,0,Regular Customers
12586,17,4,2062.67,21.943297872340427,687,0,0,Regular Customers
12587,8,1,144.0,36.0,51,0,0,Regular Customers
12588,39,4,958.78,20.84304347826087,438,0,0,Regular Customers
12589,29,8,4695.66,26.087,1764,0,0,Regular Customers
12590,211,2,9864.26,145.06264705882353,4283,1,0,Regular Customers
12591,317,3,1338.95,19.69044117647059,653,1,1,At Risk / Lost
12592,92,5,2582.66,31.88469135802469,1875,1,0,Regular Customers
12593,109,3,418.09999999999997,19.909523809523808,206,1,0,Regular Customers
12594,38,15,5090.110000000001,25.57844221105528,2768,0,0,Regular Customers
12595,505,1,299.02,15.737894736842104,271,1,1,At Risk / Lost
12596,51,2,618.27,22.898888888888887,474,0,0,Regular Customers
12597,19,4,3811.22,18.50106796116505,2236,0,0,Regular Customers
12598,10,11,4534.09,22.01014563106796,2906,0,0,Regular Customers
12599,29,13,2296.72,17.268571428571427,2189,0,0,Regular Customers
12600,29,21,4967.42,38.21092307692308,1383,0,0,Regular Customers
12601,190,6,681.26,20.03705882352941,290,1,0,Regular Customers
12602,59,1,153.12,12.76,162,0,0,Regular Customers
12603,22,1,739.1999999999999,369.59999999999997,63,0,0,Regular Customers
12604,79,2,254.18,15.88625,201,0,0,Regular Customers
12605,376,4,1232.95,16.223026315789475,929,1,1,At Risk / Lost
12606,682,1,21.0,21.0,1,1,1,At Risk / Lost
12607,60,1,1579.51,15.63871287128713,1228,0,0,Regular Customers
12608,405,1,415.79,25.986875,323,1,1,At Risk / Lost
12609,78,9,3435.86,19.633485714285715,1553,0,0,Regular Customers
12610,23,5,2099.54,19.80698113207547,1049,0,0,Regular Customers
12611,52,1,1193.32,18.35876923076923,846,0,0,Regular Customers
12612,74,1,704.0400000000001,37.054736842105264,262,0,0,Regular Customers
12613,57,10,6817.37,20.91217791411043,4157,0,0,Regular Customers
12614,278,1,315.6,15.780000000000001,76,1,1,At Risk / Lost
12615,2,8,5740.98,21.262888888888888,3317,0,0,Regular Customers
12616,95,3,1131.1,20.946296296296296,498,1,0,Regular Customers
12617,29,1,352.98,8.609268292682927,210,0,0,Regular Customers
12618,22,1,177.31,16.11909090909091,96,0,0,Regular Customers
12619,16,10,3781.38,37.8138,3518,0,0,Regular Customers
12620,15,3,1339.41,14.558804347826088,1181,0,0,Regular Customers
12621,2,35,24311.2,32.15767195767196,13706,0,0,Regular Customers
12622,232,1,180.1,16.37272727272727,69,1,0,Regular Customers
12623,276,7,3747.84,21.663815028901734,1971,1,1,At Risk / Lost
12624,106,2,641.13,16.87184210526316,355,1,0,Regular Customers
12625,212,4,5164.88,28.22338797814208,3309,1,0,Regular Customers
12626,23,9,6620.48,22.51863945578231,3453,0,0,Regular Customers
12627,11,7,4478.53,19.47186956521739,2752,0,0,Regular Customers
12628,4,3,786.46,19.181951219512197,448,0,0,Regular Customers
12629,386,2,1558.22,34.62711111111111,722,1,1,At Risk / Lost
12630,10,2,1270.88,19.8575,548,0,0,Regular Customers
12631,57,6,3481.57,19.024972677595628,1607,0,0,Regular Customers
12632,521,2,804.88,22.99657142857143,694,1,1,At Risk / Lost
12633,59,7,5678.16,18.556078431372548,3238,0,0,Regular Customers
12634,536,2,490.0,24.5,337,1,1,At Risk / Lost
12635,90,4,2930.41,16.37100558659218,1949,0,0,Regular Customers
12636,739,1,141.0,141.0,1,1,1,At Risk / Lost
12637,67,12,8283.81,13.491547231270358,4257,0,0,Regular Customers
12638,33,2,921.49,19.197708333333335,663,0,0,Regular Customers
12639,239,3,1312.37,20.50578125,631,1,0,Regular Customers
12640,24,3,1174.58,22.16188679245283,311,0,0,Regular Customers
12641,115,1,185.9,18.59,72,1,0,Regular Customers
12642,25,3,1013.26,21.558723404255318,552,0,0,Regular Customers
12643,128,12,8304.82,162.83960784313726,4665,1,0,Regular Customers
12644,130,4,1918.49,17.283693693693692,1032,1,0,Regular Customers
12645,34,8,3539.3,22.120625,2125,0,0,Regular Customers
12646,5,2,1346.97,29.932666666666666,897,0,0,Regular Customers
12647,22,36,16955.55,32.923398058252424,6633,0,0,Regular Customers
12648,155,4,1112.0,17.107692307692307,518,1,0,Regular Customers
12649,107,8,2294.65,19.446186440677966,1959,1,0,Regular Customers
12650,3,1,314.44,15.722,254,0,0,Regular Customers
12651,335,4,377.75,12.591666666666667,265,1,1,At Risk / Lost
12652,331,2,1017.03,19.941764705882353,536,1,1,At Risk / Lost
12653,149,3,4160.83,48.38174418604651,1681,1,0,Regular Customers
12654,11,5,601.98,15.841578947368422,264,0,0,Regular Customers
12655,424,1,261.35,16.334375,80,1,1,At Risk / Lost
12656,17,8,6407.83,25.942631578947367,2860,0,0,Regular Customers
12657,11,4,1643.18,34.961276595744685,1044,0,0,Regular Customers
12658,19,1,686.05,19.056944444444444,320,0,0,Regular Customers
12659,30,1,91.68,18.336000000000002,105,0,0,Regular Customers
12660,11,1,245.1,18.853846153846153,127,0,0,Regular Customers
12661,436,1,162.0,14.727272727272727,216,1,1,At Risk / Lost
12662,1,20,6726.54,17.203427109974424,3424,0,0,Regular Customers
12663,625,2,239.4,23.94,181,1,1,At Risk / Lost
12664,8,11,6070.04,134.88977777777777,1495,0,0,Regular Customers
12665,325,3,313.6,18.447058823529414,165,1,1,At Risk / Lost
12666,394,1,1248.42,40.27161290322581,370,1,1,At Risk / Lost
12667,58,1,620.13,18.791818181818183,395,0,0,Regular Customers
12668,12,10,11383.03,21.236996268656718,5049,0,0,Regular Customers
12669,151,3,2744.0299999999997,27.168613861386135,1115,1,0,Regular Customers
12670,10,7,3760.29,32.698173913043476,1627,0,0,Regular Customers
12671,606,1,2622.481,58.27735555555556,1460,1,1,At Risk / Lost
12672,330,2,437.05,19.865909090909092,138,1,1,At Risk / Lost
12673,5,3,1230.02,16.62189189189189,700,0,0,Regular Customers
12674,39,4,1970.6,23.742168674698792,1133,0,0,Regular Customers
12675,554,2,957.25,8.546875,336,1,1,At Risk / Lost
12676,25,11,2843.09,26.570934579439253,1867,0,0,Regular Customers
12677,555,2,395.1,18.814285714285717,176,1,1,At Risk / Lost
12678,42,21,34281.18,91.17335106382978,22372,0,0,Regular Customers
12679,59,4,1113.02,23.187916666666666,554,0,0,Regular Customers
12680,1,4,880.81,16.619056603773583,444,0,0,Regular Customers
12681,15,45,29834.76,20.951376404494383,17011,0,0,Regular Customers
12682,4,52,22950.22,23.20548028311426,10522,0,0,Regular Customers
12683,4,21,11633.7,23.888501026694048,7019,0,0,Regular Customers
12684,8,7,2283.63,21.748857142857144,1985,0,0,Regular Customers
12685,28,6,2863.08,18.236178343949042,1523,0,0,Regular Customers
12686,372,1,89.14,12.734285714285715,107,1,1,At Risk / Lost
12687,481,2,2138.91,16.97547619047619,1403,1,1,At Risk / Lost
12688,114,1,4873.8099999999995,28.501812865497072,3028,1,0,Regular Customers
12689,26,2,1247.61,17.327916666666667,628,0,0,Regular Customers
12690,206,1,389.01,24.313125,106,1,0,Regular Customers
12691,28,7,1170.4,30.010256410256414,445,0,0,Regular Customers
12692,637,1,110.95,8.534615384615385,36,1,1,At Risk / Lost
12693,127,7,1703.02,21.557215189873418,536,1,0,Regular Customers
12694,70,3,1843.35,22.209036144578313,1355,0,0,Regular Customers
12695,7,7,1407.1200000000001,23.84949152542373,454,0,0,Regular Customers
12696,435,2,851.91,17.38591836734694,564,1,1,At Risk / Lost
12697,29,3,957.59,23.355853658536585,508,0,0,Regular Customers
12698,590,1,339.75,21.234375,111,1,1,At Risk / Lost
12699,418,1,638.11,15.563658536585367,373,1,1,At Risk / Lost
12700,8,4,4939.99,18.432798507462685,2967,0,0,Regular Customers
12701,80,6,2446.41,16.642244897959184,1727,0,0,Regular Customers
12702,20,1,219.0,18.25,53,0,0,Regular Customers
12703,71,4,1006.53,13.601756756756757,595,0,0,Regular Customers
12704,7,8,2340.84,26.600454545454546,1006,0,0,Regular Customers
12705,15,14,11762.1,19.636227045075128,7188,0,0,Regular Customers
12707,292,1,603.42,18.285454545454545,256,1,1,At Risk / Lost
12708,30,18,5117.66,17.289391891891892,2432,0,0,Regular Customers
12709,15,34,30291.76,61.819918367346936,13772,0,0,Regular Customers
12710,97,3,1149.02,14.922337662337663,851,1,0,Regular Customers
12711,612,2,1339.05,22.3175,770,1,1,At Risk / Lost
12712,29,21,6723.03,26.2618359375,2205,0,0,Regular Customers
12713,1,1,848.55,22.330263157894734,508,0,0,Regular Customers
12714,9,12,14093.71,20.249583333333334,8774,0,0,Regular Customers
12715,106,1,343.36,17.168,192,1,0,Regular Customers
12716,4,2,1053.49,15.267971014492753,708,0,0,Regular Customers
12717,151,3,1308.91,18.435352112676057,600,1,0,Regular Customers
12718,71,1,238.25,12.539473684210526,203,0,0,Regular Customers
12719,5,2,644.95,16.53717948717949,374,0,0,Regular Customers
12720,3,30,7787.28,16.257369519832984,6018,0,0,Regular Customers
12721,32,8,4013.08,16.79112970711297,2655,0,0,Regular Customers
12722,85,4,997.63,18.82320754716981,566,0,0,Regular Customers
12723,4,5,725.07,10.508260869565218,434,0,0,Regular Customers
12724,5,7,2317.52,17.96527131782946,1379,0,0,Regular Customers
12725,371,4,2266.76,21.384528301886796,1142,1,1,At Risk / Lost
12726,28,11,4014.6,22.427932960893855,4618,0,0,Regular Customers
12727,11,10,5679.53,27.9779802955665,2832,0,0,Regular Customers
12728,71,5,1070.17,17.54377049180328,543,0,0,Regular Customers
12729,114,1,453.01,17.423461538461538,233,1,0,Regular Customers
12730,522,1,829.25,17.643617021276597,234,1,1,At Risk / Lost
12731,24,17,25775.71,65.58704834605598,11641,0,0,Regular Customers
12732,180,1,236.26000000000002,19.688333333333336,111,1,0,Regular Customers
12733,234,4,2424.87,15.445031847133757,896,1,0,Regular Customers
12734,353,3,639.65,33.66578947368421,265,1,1,At Risk / Lost
12735,315,2,779.5699999999999,18.12953488372093,368,1,1,At Risk / Lost
12736,333,1,234.0,58.5,173,1,1,At Risk / Lost
12737,499,2,3710.5,1855.25,2,1,1,At Risk / Lost
12738,372,1,155.35,14.122727272727273,148,1,1,At Risk / Lost
12739,78,4,2726.73,30.63741573033708,951,0,0,Regular Customers
12740,64,1,427.6,15.837037037037037,342,0,0,Regular Customers
12741,529,2,406.07,25.379375,214,1,1,At Risk / Lost
12742,626,1,1201.52,17.933134328358207,1359,1,1,At Risk / Lost
12743,134,2,540.13,4.123129770992366,315,1,0,Regular Customers
12744,52,11,25317.06,74.68159292035399,6994,0,0,Regular Customers
12745,487,3,925.41,40.235217391304346,468,1,1,At Risk / Lost
12746,541,1,254.55,14.973529411764707,97,1,1,At Risk / Lost
12747,2,26,8898.48,35.73686746987951,2640,0,0,Regular Customers
12748,1,336,53539.64,8.130545178435838,37109,0,3,Loyal Customers
12749,4,9,6897.36,20.40639053254438,2360,0,0,Regular Customers
12750,129,1,275.88,18.392,137,1,0,Regular Customers
12751,445,1,268.27,4.326935483870967,189,1,1,At Risk / Lost
12752,81,1,4366.78,82.3920754716981,2262,0,0,Regular Customers
12753,23,6,21429.39,108.77862944162436,11421,0,0,Regular Customers
12754,236,3,3010.74,47.78952380952381,6481,1,0,Regular Customers
12755,281,11,5236.259999999999,83.11523809523808,2293,1,0,Regular Customers
12756,87,1,112.07999999999998,28.019999999999996,144,0,0,Regular Customers
12757,16,13,7834.650000000001,21.52376373626374,2395,0,0,Regular Customers
12758,117,7,9903.24,31.639744408945685,6155,1,0,Regular Customers
12759,52,8,5020.74,16.62496688741722,3202,0,0,Regular Customers
12760,456,1,347.8,16.561904761904763,198,1,1,At Risk / Lost
12761,458,2,782.95,28.99814814814815,281,1,1,At Risk / Lost
12762,8,2,1898.52,27.51478260869565,1227,0,0,Regular Customers
12763,138,2,494.08,27.448888888888888,316,1,0,Regular Customers
